Project_name,project_by,location,Super Built Area,Price Range,Price Per Sq Ft,Description,Project Status,possession_date,Bedrooms,units,towers,unit_price,rera_no,lat_lng
"
Eternity Epic
",Eternity Structures Private Limited,"
in Hulimavu
, Bangalore

 
","1576
sqft","₹
75.9 Lac","₹
4,818 per
sqft","
Description:


This Unit is on 2 floor of 4 & measures 1576 Sq-ft. Has Vitrified flooring in rooms. Each tower offers 1 lifts for convienence. This is a Unit in Eternity Epic, Hulimavu. Approx 75. 9 Lac is the cost for the Unit. This  



",Under Construction,"
Possession in 2018
","
3 BHK
Apartment

",36 Units ,1 Towers ,"(2 BHK Flat->1020 sqft), (2 BHK Flat->1050 sqft), (2 BHK Flat->1098 sqft), (2 BHK Flat->1120 sqft), (2 BHK Flat->1124 sqft), (3 BHK Flat->1565 sqft), (3 BHK Flat->1576 sqft) ",,"lat=12.880167,longt=77.5937"
"
Purvi Pride
",Sai Purvi Developers,"
in Gunjur
, Bangalore

 
","1105
sqft","₹
40.0 Lac","₹
3,620 per
sqft","
Description:


This one is a 2 bedroom flat in Purvi Pride, Gunjur. It is located on 3rd floor out of 4 floors in the tower and is well ventilated. It is built up in an area of 1105 Sq-ft. The Unit consists of 2 bathroom and has 1  



",Ready To Move,"
Under Construction
","
2 BHK
Apartment

",75 Units ,2 Towers ,"(2 BHK Flat->1105 sqft), (2 BHK Flat->1130 sqft), (2 BHK Flat->1150 sqft), (2 BHK Flat->1160 sqft), (2 BHK Flat->1165 sqft), (2 BHK Flat->1170 sqft), (3 BHK Flat->1390 sqft), (3 BHK Flat->1410 sqft), (3 BHK Flat->1450 sqft) ",,"lat=12.918465,longt=77.73058"
"
Muneshwara Enclave
",,"
in NelaMangala
, Bangalore
","1200
sqft","₹
15.6 Lac","₹
1,300 per
sqft","
Description:


Length & breadth dimensions are : 30 X 40 Sq-ft for this unmatched corner Residential Plot.  



",Ongoing,"
Ready To Move
","
Plot

",,,(Residential Plot->1200 sqft) ,,"lat=13.007693,longt=77.41024"
"
RS Sanchike
",RS Properties,"
in Kengeri
, Bangalore

 
","1152
sqft","₹
41.5 Lac","₹
3600 per
sqft","
Description:


The entire land area is 4.18 acres. Our Apartment has got 70% of open space. Our property is approached by 80ft wide BDA roads. Bus stop is just 100mtrs away. Kengeri railway station is 1.6kms from our apartment. Top  



",Under Construction,"
Possession in 2019
","
2 BHK
Apartment

",120 Units ,2 Towers ,"(2 BHK Flat->1118 sqft), (2 BHK Flat->1119 sqft), (2 BHK Flat->1152 sqft), (2 BHK Flat->1656 sqft), (3 BHK Flat->1119 sqft), (3 BHK Flat->1670 sqft) ",,"lat=12.923826,longt=77.47447"
"
UpscaleHomes The Ripple
",Upscale Homes,"
in Gunjur
, Bangalore

 
","1442
sqft","₹
51.9 Lac","₹
3,600 per
sqft","
Description:


Highlights: THE RIPPLE * Project Area: 1.0 acres. * Construction: G+4 Floors. * Total No of Units: 70, No of Blocks: 4 * Approval: BBMP Approved. * A khata for the Land and for the flats. * Status of the Project:  



",Ongoing,"
Under Construction
","
3 BHK
Apartment

",,,(3 BHK Flat->1442 sqft) ,,"lat=12.918465,longt=77.73058"
"
Akul Residency
",Akul Developers,"
in Gunjur
, Bangalore

 
","1135
sqft","₹
42.0 Lac","₹
3,700 per
sqft","
Description:


Expected price of the Unit is kept at 42 Lac. It is situated on second floor out of 5 floors in all and is well ventilated. It is a 2 BHK flat present in Akul Residency, Gunjur. It has an area of 1135 Sq-ft.  



",Ready To Move,"
Under Construction
","
2 BHK
Apartment

",129 Units ,2 Towers ,"(2 BHK Flat->1030 sqft), (2 BHK Flat->1040 sqft), (2 BHK Flat->1080 sqft), (2 BHK Flat->1120 sqft), (2 BHK Flat->1130 sqft), (2 BHK Flat->1135 sqft), (2 BHK Flat->1140 sqft), (2 BHK Flat->1160 sqft), (2 BHK Flat->1175 sqft), (2 BHK Flat->1195 sqft), (2 BHK Flat->1220 sqft), (3 BHK Flat->1260 sqft), (3 BHK Flat->1355 sqft), (3 BHK Flat->1430 sqft), (3 BHK Flat->1520 sqft), (3 BHK Flat->1545 sqft), (3 BHK Flat->1550 sqft) ",,"lat=12.918465,longt=77.73058"
"
Mantri Lithos
",Mantri Developers,"
in Nagavara
, Bangalore

 
","1440
sqft","₹
1.10 Cr","₹
7,639 per
sqft","
Description:


This is a 2 bed room apartment in Mantri Lithos, Nagavara. The Value for this Home is 1. 10 Cr. It is built up in an area of 1440 Sq-ft. The Home consists of 2 bathroom and has 1 open balcony. It is on fourth floor out of 14  



",Ongoing,"
Ongoing
","
2 BHK
Apartment

",528 Units ,2 Towers ,"(2 BHK Flat->1420 sqft), (2 BHK Flat->1440 sqft), (3 BHK Flat->1675 sqft), (3 BHK Flat->1760 sqft), (3 BHK Flat->1875 sqft), (3 BHK Flat->1920 sqft), (3 BHK Penthouse->3065 sqft), (3 BHK Penthouse->3045 sqft), (3 BHK Penthouse->3220 sqft) ",,"lat=13.040578,longt=77.62433"
"
Kataria Builteck Residency
",Kataria Builteck Pvt. Ltd,"
in Bommasandra
, Bangalore

 
","1345
sqft","₹
37.0 Lac","₹
2750 per
sqft","
Description:


K B RESIDENCY is conceptualized as the ultimate indulgence of a smart, well designed home, that exudes luxurious comfort epitomizing all things life has to offer and that too at an unbelievably affordable price. ""K B  



",Under Construction,"
Possession in 2018
","
3 BHK
Apartment

",160 Units ,1 Towers ,"(2 BHK Flat->905 sqft), (2 BHK Flat->920 sqft), (2 BHK Flat->930 sqft), (2 BHK Flat->943 sqft), (2 BHK Flat->950 sqft), (2 BHK Flat->970 sqft), (2 BHK Flat->980 sqft), (2 BHK Flat->995 sqft), (2 BHK Flat->1000 sqft), (3 BHK Flat->1050 sqft), (3 BHK Flat->1245 sqft), (3 BHK Flat->1265 sqft), (3 BHK Flat->1300 sqft), (3 BHK Flat->1310 sqft), (3 BHK Flat->1345 sqft) ",,"lat=12.818272,longt=77.69424"
"
DS MAX Silver Wood
",DS MAX Properties Private Limited,"
in Bommasandra
, Bangalore

 
","1127
sqft","₹
28.1 Lac","₹
2,493 per
sqft","
Description:


It is a well-designed beautiful Flat in DS MAX Silver Wood, Bommasandra. The Flat is on level Ground of 3 and has an area of 1127 Sq-ft. Apart from great space, it offers latest facilities such as like Swimming Pool,  



",Ongoing,"
Possession in 2018
","
2 BHK
Apartment

",85 Units ,1 Towers ,"(2 BHK Flat->1050 sqft), (2 BHK Flat->1058 sqft), (2 BHK Flat->1127 sqft), (3 BHK Flat->1276 sqft), (3 BHK Flat->1745 sqft) ",,"lat=12.818272,longt=77.69424"
"
ICON Malgudi
",ICON Infra Shelters Pvt Ltd.,"
in Bommasandra
, Bangalore

 
","1200
sqft","₹
24.0 Lac","₹
2,000 per
sqft","
Description:


Behind Narayana hrudalaya, near main road and ready for construction. 



",Ready To Move,"
Possession in 2018
","
Plot

",507 Units ,,"(Residential Plot->1200 sqft), (Residential Plot->1500 sqft), (Residential Plot->2000 sqft), (Residential Plot->2400 sqft) ",,"lat=12.818272,longt=77.69424"
"
Royal Residency
",Royal Builders and Developers,"
in Gottigere
, Bangalore

 
","1115
sqft","₹
30.8 Lac","₹
2757 per
sqft","
Description:


2BHK flats for sale in bannerghatta main road at Gottigere starting from 35.5 lakhs onwards basic cost .A-Khatha , BBMP approved, loans approved with all the major banks. Under construction planning to give the possession  



",Under Construction,"
Under Construction
","
2 BHK
Apartment

",32 Units ,2 Towers ,"(2 BHK Flat->1115 sqft), (2 BHK Flat->1140 sqft) ",,"lat=12.856353,longt=77.58793"
"
SRR Sai Sadan 
",Sree Raja Rajeshwari Developers,"
in Gottigere
, Bangalore

 
","980
sqft","₹
33.0 Lac","₹
3366 per
sqft","
Description:


2 BHK this property is very near to main road and schools.very near by nice road junction 



",Ready To Move,"
Under Construction
","
2 BHK
Apartment

",,,(2 BHK Flat->980 sqft) ,,"lat=12.856353,longt=77.58793"
"
Omshri Opulence
",,"
in Attibele
, Bangalore
","840
sqft","₹
21.7 Lac","₹
2,583 per
sqft","
Description:


It is an airy & ventilated beautiful Home situated in Attibele. Flooring made of Vitrified. The Home is on Freehold and approved by City Municipal Corporation. It facilitates parking. Every tower is faciliated with 2  



",Ready To Move,"
Ongoing
","
2 BHK
Apartment

",,,(2 BHK Flat->840 sqft) ,,"lat=12.721075,longt=77.715904"
"
Royal Woodgrange
",,"
in AnjanaPura
, Bangalore
","2400
sqft","₹
96.0 Lac","₹
4,000 per
sqft","
Description:


Superb location, great for residential purposes. A residential plot available in AnjanaPura, Bangalore available for immediate sale. This opportunity for investment should not be missed. Buy now to get maximum returns in  



",Under Construction,"
Possession in 2019
","
Plot

",,,(Residential Plot->2400 sqft) ,,"lat=12.852386,longt=77.553795"
"
Maangalya Prosper
",Maangalya Group,"
in AnjanaPura
, Bangalore

 
","1800
sqft","₹
81.0 Lac","₹
4,500 per
sqft","
Description:


This spacious Flat is on floor 6 of 12 and has a covered area of 1800 Sq-ft. The Flat offers parking your vehicle. Apart from great space, it has state-of-the-art amenities like Swimming Pool, Reserved Parking, Lift, Power  



",Ready To Move,"
Possession in 2019
","
3 BHK
Apartment

",37 Units ,3 Towers ,"(2 BHK Flat->1310 sqft), (2 BHK Flat->1358 sqft), (2 BHK Flat->1372 sqft), (2 BHK Flat->1404 sqft), (3 BHK Flat->1794 sqft), (3 BHK Flat->1800 sqft), (3 BHK Flat->1821 sqft) ",,"lat=12.852386,longt=77.553795"
"
Janaadhar Shubha
",Janaadhar India Private Limited,"
in Attibele
, Bangalore

 
","656
sqft","₹
18.0 Lac","₹
2,744 per
sqft","
Description:


It is an airy & ventilated spacious Apartment situated in Janaadhar Shubha, Attibele. 16. 4 Lac is the cost for the Apartment. Offering 2 bedroom and 2 bathroom, the Apartment is Unfurnished. The Apartment brings facilities  



",Ongoing,"
Ongoing
","
2 BHK
Apartment

",1128 Units ,21 Towers ,(2 BHK Flat->656 sqft) ,,"lat=12.721075,longt=77.715904"
"
DS Max Stonescape
",DS Max Properties,"
in AnjanaPura
, Bangalore

 
","1076
sqft","₹
30.1 Lac","₹
2,797 per
sqft","
Description:


The Home is on floor Ground of 3 and is built up in 1076 Sq-ft. The well planned Home has modern amenities like Swimming Pool, Lift, Power Back Up, Security and Gym. There is ample space for car parking. Offering 2 bedroom  



",Under Construction,"
Possession in 2019
","
2 BHK
Apartment

",141 Units ,1 Towers ,"(2 BHK Flat->830 sqft), (2 BHK Flat->1076 sqft), (3 BHK Flat->1228 sqft), (3 BHK Flat->1347 sqft), (3 BHK Flat->1456 sqft) ",,"lat=12.852386,longt=77.553795"
"
VMAKS LAUREL
",VMAKS Builders,"
in Attibele
, Bangalore

 
","1335
sqft","₹
43.1 Lac","₹
3,225 per
sqft","
Description:


70% open space with no common walls, Ultra Luxurious furnished flat with Renault kwid car all @ 3200/sft 



",Under Construction,"
Ongoing
","
2 BHK
Apartment

",208 Units ,2 Towers ,"(2 BHK Flat->1110 sqft), (2 BHK Flat->1155 sqft), (2 BHK Flat->1206 sqft), (2 BHK Flat->1215 sqft), (2 BHK Flat->1250 sqft), (2 BHK Flat->1262 sqft), (2 BHK Flat->1281 sqft), (2 BHK Flat->1291 sqft), (2 BHK Flat->1305 sqft), (2 BHK Flat->1306 sqft), (2 BHK Flat->1311 sqft), (2 BHK Flat->1321 sqft), (2 BHK Flat->1335 sqft), (2 BHK Flat->1341 sqft), (2 BHK Flat->1346 sqft), (2 BHK Flat->1375 sqft), (3 BHK Flat->1365 sqft), (3 BHK Flat->1583 sqft), (3 BHK Flat->1585 sqft), (3 BHK Flat->1590 sqft), (3 BHK Flat->1606 sqft), (3 BHK Flat->1611 sqft), (3 BHK Flat->1616 sqft), (3 BHK Flat->1656 sqft), (3 BHK Flat->2127 sqft), (3 BHK Flat->2204 sqft), (4 BHK Flat->2362 sqft) ",,"lat=12.721075,longt=77.715904"
"
Telecom Smart City 
",,"
in Bagaluru
, Bangalore
","1200
sqft","₹
10.2 Lac","₹
849 per
sqft","
Description:


Residential plot is available for sale. It has provided Telecom Smart City investment in property with installment scheme every six month installment. It is on a peaceful area. contact for more details. 



",Ongoing,"
Ongoing
","
Plot

",,,"(Residential Plot->1200 sqft), (Residential Plot->1500 sqft) ",,"lat=13.133241,longt=77.667534"
"
VBHC Vaibhava
",VBHC,"
in Anekal
, Bangalore

 
","614
sqft","₹
26.5 Lac","₹
4,316 per
sqft","
Description:


This Unit is on level 4 of 7 and has an area of 614 Sq-ft. This is a well apppointed spacious Unit located in VBHC Vaibhava, Anekal. Around 26. 5 Lac is the expected price of the Unit. Having 2 bedroom along with 2  



",Ready To Move,"
Ready To Move
","
2 BHK
Apartment

",1854 Units ,40 Towers ,"(2 BHK Flat->614 sqft), (2 BHK Flat->732 sqft), (2 BHK Flat->766 sqft), (3 BHK Flat->961 sqft) ",,"lat=12.626585,longt=77.6632"
"
Spring Hills
",Sri Srinivasa Developers,"
in Anekal
, Bangalore

 
","1200
sqft","₹
14.4 Lac","₹
1,203 per
sqft","
Description:


Freehold residential plot faces north direction. it offers an unmatched view of the garden or park in front. 



",Ready To Move,"
Ready To Move
","
Plot

",,,"(Residential Plot->1200 sqft), (Residential Plot->1453 sqft), (Residential Plot->1500 sqft) ",,"lat=12.626585,longt=77.6632"
"
Silicon Gateway
",Novel Nests,"
in Anekal
, Bangalore

 
","1500
sqft","₹
10.0 Lac","₹
667 per
sqft","
Description:


Silicon Gateway is the DTCP approved first world class project which is located at the prime location with best amenities like club house, swimming pool, 6 parks, wooden house, holiday resort and convention hall. 



",Under Construction,"
Ready To Move
","
Plot

",,,(Residential Plot->1500 sqft) ,,"lat=12.626585,longt=77.6632"
"
MVS Orchids
",MVS Builders,"
in Anekal
, Bangalore

 
","1095
sqft","₹
24.1 Lac","₹
2200 per
sqft","
Description:


It is a well-designed Flat situated in MVS Orchids, Anekal. Each tower has 1 lifts. With 2 room along with 2 bathrooms, the Flat is Unfurnished. Flooring made of Vitrified. The Flat is on Freehold and has been approved by  



",Ready To Move,"
Ready To Move
","
2 BHK
Apartment

",64 Units ,1 Towers ,"(2 BHK Flat->850 sqft), (2 BHK Flat->865 sqft), (2 BHK Flat->990 sqft), (2 BHK Flat->1045 sqft), (2 BHK Flat->1060 sqft), (2 BHK Flat->1070 sqft), (2 BHK Flat->1075 sqft), (2 BHK Flat->1080 sqft), (2 BHK Flat->1090 sqft), (2 BHK Flat->1095 sqft) ",,"lat=12.626585,longt=77.6632"
"
Sumo Sonnet
",Sumo Group,"
in Kudlu Gate
, Bangalore

 
","1300
sqft","₹
94.0 Lac","₹
7,228 per
sqft","
Description:


This is a beautiful Flat in Sumo Sonnet, Kudlu Gate. Featuring 3 bedroom along with 2 bathrooms, this Flat is Unfurnished. 72. 8 Lac is the price of the Flat. This elegantly designed Flat brings facilities like Swimming  



",Under Construction,"
Possession in 2018
","
3 BHK
Apartment

",172 Units ,3 Towers ,"(2 BHK Flat->940 sqft), (2 BHK Flat->945 sqft), (3 BHK Flat->1145 sqft), (3 BHK Flat->1205 sqft), (3 BHK Flat->1230 sqft), (3 BHK Flat->1300 sqft) ",,"lat=12.889788,longt=77.64874"
"
Salarpuria Sattva Cadenza
",Salarpuria Sattva Group,"
in Kudlu Gate
, Bangalore

 
","1850
sqft","₹
1.08 Cr","₹
5,850 per
sqft","
Description:


Salarpuria Sattva Group is glad to present prelaunch of Salarpuria Sattva Cadenza at Kudlu door, Hosur Road, Electronic City, Bangalore, inverse to Purva Westend. Salarpuria Sattva Cadenza is the third most recent dispatch  



",Ongoing,"
Possession in 2018
","
3 BHK
Apartment

",513 Units ,8 Towers ,"(2 BHK Flat->1183 sqft), (2 BHK Flat->1547 sqft), (3 BHK Flat->1564 sqft), (3 BHK Flat->1850 sqft) ",,"lat=12.889788,longt=77.64874"
"
Rohan Iksha
",Rohan Builders,"
in Bhoganhalli
, Bangalore

 
","1623
sqft","₹
93.7 Lac","₹
5,775 per
sqft","
Description:


Iksha project have been registered on Rera with following rera id's-PR/KN/170731/000887(ROHAN IKSHA BLOCK A), PR/KN/171107/002237(ROHAN IKSHA BLOCK B). Rohan Builders Pune Group presents its prestigious residential project  



",Ongoing,"
Ongoing
","
3 BHK
Apartment

",550 Units ,13 Towers ,"(2 BHK Flat->1256 sqft), (2 BHK Flat->1258 sqft), (2 BHK Flat->1317 sqft), (2 BHK Flat->1369 sqft), (2 BHK Flat->1447 sqft), (3 BHK Flat->1613 sqft), (3 BHK Flat->1623 sqft), (3 BHK Flat->1718 sqft), (3 BHK Flat->1781 sqft), (3 BHK Flat->1947 sqft), (3 BHK Flat->1997 sqft), (4 BHK Flat->2119 sqft), (4 BHK Flat->2171 sqft) ",,"lat=12.926945,longt=77.698524"
"
Hill Crest
",House Of Hiranandani,"
in Bannerghatta
, Bangalore

 
","2218
sqft","₹
1.35 Cr","₹
5990 per
sqft","
Description:


The Unit consists of 3 bathroom and also has 2 spacious balconies. The society has 2 lift in the tower. . It is located on 12th floor out of 30 floors and is airy and spacious. This is a 3 bed room flat present in Hill  



",Ongoing,"
Ongoing
","
3 BHK
Apartment

",,,"(3 BHK Flat->1885 sqft), (3 BHK Flat->1900 sqft), (3 BHK Flat->2218 sqft), (3 BHK Flat->2233 sqft) ",,"lat=12.873675,longt=77.61112"
"
Sai Poorna Premier
",Srinivasa Developers,"
in Kudlu Gate
, Bangalore

 
","1535
sqft","₹
85.0 Lac","₹
5,537 per
sqft","
Description:


Ready to occupay Newly constructed 3bhk pent house flat for sale at Sai Poorna Premier in kudlu gate with all amenities and covered area is 2800 sqft in this 1300 sqft terrace,garden space provided this apartment close to  



",Ready To Move,"
Possession in 2018
","
3 BHK
Apartment

",228 Units ,6 Towers ,"(2 BHK Flat->1368 sqft), (3 BHK Flat->1535 sqft) ",,"lat=12.889788,longt=77.64874"
"
Vijaya Aquagreen
",Vijaya Enterprises,"
in Abbigere
, Bangalore

 
","880
sqft","₹
30.8 Lac","₹
3,499 per
sqft","
Description:


1&2 BHK BDA Approved n RERA Registered Apartments in Viaya Aquagreen affordable luxury living. Subsidy upt0 2.67 lacs under Pradhan antri Awas Yojana. Vastu Compliant 



",Under Construction,"
Possession in 2021
","
2 BHK
Apartment

",1 Towers ,,"(1 BHK Flat->650 sqft), (1 BHK Flat->680 sqft), (2 BHK Flat->880 sqft) ",,"lat=13.074441,longt=77.52369"
"
SLV Suhas Celestia
",SLV Projects Pvt. Ltd.,"
in Abbigere
, Bangalore

 
","1050
sqft","₹
42.0 Lac","₹
4000 per
sqft","
Description:


BBMP Approved A khatha with CC certificate Ready to Move in All Luxurious amenities Price coated as per the quality Loan from all leading Banks Suhas Celestia SLV Suhas Celestia located in premium locality of  



",Ongoing,"
Possession in 2021
","
2 BHK
Apartment

",196 Units ,3 Towers ,"(2 BHK Flat->985 sqft), (2 BHK Flat->1045 sqft), (2 BHK Flat->1050 sqft) ",,"lat=13.074441,longt=77.52369"
"
Mittal Elanza
",Mittal Universal,"
in Kogilu
, Bangalore

 
","1625
sqft","₹
87.1 Lac","₹
5,362 per
sqft","
Description:


This spacious Unit is on level 9 of a total of 13 and has an area of 1625 Sq-ft. This is a well apppointed spacious Unit in Mittal Elanza, Kogilu. Each tower has 2 elevators. Approx 87. 1 Lac is the value of the Unit. The  



",Under Construction,"
Possession in 2020
","
3 BHK
Apartment

",316 Units ,5 Towers ,"(2 BHK Flat->1195 sqft), (2 BHK Flat->1210 sqft), (3 BHK Flat->1405 sqft), (3 BHK Flat->1620 sqft), (3 BHK Flat->1625 sqft), (3 BHK Flat->1915 sqft) ",,"lat=13.103157,longt=77.62224"
"
Shree Sai Palace
",Shree Builders and Developers,"
in Doddakallasandra
, Bangalore

 
","1460
sqft","₹
61.7 Lac","₹
4,226 per
sqft","
Description:


Shree Sai Palace offers an luxurious flats of 2 and 3 bhk with wide range of dimensions made available that gives options to the buyer according to their desire with basic amenities at an affordable price with BBMP approval. 



",Ready To Move,"
Ready To Move
","
3 BHK
Apartment

",80 Units ,1 Towers ,"(2 BHK Flat->1005 sqft), (2 BHK Flat->1010 sqft), (2 BHK Flat->1060 sqft), (2 BHK Flat->1072 sqft), (3 BHK Flat->1360 sqft), (3 BHK Flat->1365 sqft), (3 BHK Flat->1425 sqft), (3 BHK Flat->1460 sqft) ",,"lat=12.8789015,longt=77.55876"
"
Mahaveer Cygnet
",Mahaveer Reddy Structures Pvt. Ltd.,"
in Kogilu
, Bangalore

 
","1215
sqft","₹
48.1 Lac","₹
3,959 per
sqft","
Description:


This is a well apppointed beautiful Home situated in Mahaveer Cygnet, Kogilu. The Home is on Freehold and approved by Bruhat Bengaluru Mahanagara Palike. 48. 1 Lac is the value for the Home. Each tower offers 2 lifts for  



",Under Construction,"
Possession in 2020
","
3 BHK
Apartment

",108 Units ,3 Towers ,"(1 BHK Flat->582 sqft), (1 BHK Flat->589 sqft), (1 BHK Flat->672 sqft), (2 BHK Flat->775 sqft), (2 BHK Flat->1073 sqft), (2 BHK Flat->1159 sqft), (2 BHK Flat->1178 sqft), (3 BHK Flat->1215 sqft), (3 BHK Flat->1337 sqft), (3 BHK Flat->1411 sqft), (3 BHK Flat->1575 sqft), (3 BHK Flat->1616 sqft) ",,"lat=13.103157,longt=77.62224"
