project_name,project_by,location,Build_Up_Area,Unit_Types,Price,about_project,Project status,possesion,launched,rera_no
Daisy Mansion,By CMRS Enterprises in Whitefield,Whitefield,1634 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														77.20L 							",,Ready-to-move,,,
Floating Gardens,By House of Colors  in Whitefield,Whitefield,1500 - 1927 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														65L  - 1.10Cr 							",,Ready-to-move,Possession: Aug-2013,,
Prestige White Meadows Villas,By Prestige Group in Whitefield,Whitefield,5576 - 6219 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														4.18Cr  - 4.66Cr 							",,Ready-to-move,,,
Christella Villa,By  in Whitefield,Whitefield,4000 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														4.23Cr 							",,Ready-to-move,,,
ITPL Residential Flats,By  in Whitefield,Whitefield,1350 - 1600 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														69.86L  - 82.80L 							",,Ready-to-move,,,
Garuda Residency,By CMRS Enterprises in Whitefield,Whitefield,1280 - 1452 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														65.28L  - 74.05L 							",,Ready-to-move,,,
Vishnu Priya Parimala Sunrise,By Vishnu Priya Group Of Builders And Developers in Whitefield,Whitefield,1600 - 1800 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														83.20L  - 95.85L 							",,Ready-to-move,,,
Prestige White Meadows,By Prestige Group in Whitefield,Whitefield,5576 - 7854 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														5.41Cr  - 7.63Cr 							",,Ready-to-move,Possession: Jun-2016,Launched: Mar-2011,
Mega Rajarajeshwari Bliss,By Mega Builders in Raja Rajeshwari Nagar,Raja Rajeshwari Nagar,1535 - 1665 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														57.72L  - 63.10L 							",,Ready-to-move,,,
Kushal Temple View,By Kushal Landmarks in Raja Rajeshwari Nagar,Raja Rajeshwari Nagar,2200 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.03Cr 							",,Ready-to-move,,,
Everjoy Pratham,By Everjoy Properties in Raja Rajeshwari Nagar,Raja Rajeshwari Nagar,1850 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														61.05L 							",,Ready-to-move,,,
Nandhi Garden Phase 1,By Nandi Housing in JP Nagar,JP Nagar,925 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														38L 							",,Ready-to-move,,,
Madhura Suraksha Apartment,By  in JP Nagar,JP Nagar,1150 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Ether Apartment,By  in JP Nagar,JP Nagar,2400 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Melody Apartment,By Salarpuria Sattva Group in Raja Rajeshwari Nagar,Raja Rajeshwari Nagar,1512 - 1811 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														86.18L  - 1.03Cr 							",,Ready-to-move,,,
Adiga Vishwa Vallabha,By Adiga Constructions Private Limited in JP Nagar,JP Nagar,860 - 1260 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														28.38L  - 41.58L 							",,Ready-to-move,,,
IMG Elite,By IMG Developers in JP Nagar,JP Nagar,3032 - 3600 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.54Cr  - 1.83Cr 							",,Ready-to-move,,,
Axis Vedam,By Axis Concept Construction Pvt. Ltd. in JP Nagar,JP Nagar,1510 - 2360 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														83.05L  - 1.29Cr 							",,Ongoing,Possession: Oct-2017,,
Majestic Fortune,By Majestic Developers in JP Nagar,JP Nagar,1018 - 2306 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														58.02L  - 1.31Cr 							",,Ongoing,Possession: May-2019,,
Dreamz Sai Sagar,By Dreamz Infra India Pvt Ltd in JP Nagar,JP Nagar,1300 - 1400 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														36.32L  - 39.11L 							",,Ready-to-move,,,
RS Pavithra,By  in JP Nagar,JP Nagar,1005 - 1146 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														43.21L  - 49.27L 							",,Ready-to-move,,,
Pranav Enclave,By  in JP Nagar,JP Nagar,1078 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														21.82L 							",,Ready-to-move,,,
Shravanthi Shashwathi,By Shravanthi Group in JP Nagar,JP Nagar,1358 - 1673 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														74.69L  - 92.01L 							",,Ready-to-move,,,
KVR Akshaya,By Aarya Ventures LLC in JP Nagar,JP Nagar,1723 - 1827 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.72Cr  - 1.82Cr 							",,Ready-to-move,,,
Manish Karthikeya Apartments,By  in JP Nagar,JP Nagar,,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Shashikiran Apartments,By  in Malleshwaram,Malleshwaram, sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Pragathi Mansion,By  in Malleshwaram,Malleshwaram,997 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														1.10Cr 							",,Ready-to-move,,,
Devagiri Dew Flower,By  in Kanakapura Road,Kanakapura Road,2000 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1Cr 							",,Ready-to-move,,,
Urbana Metro South,By  in Kanakapura Road,Kanakapura Road,2500 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1Cr 							",,Ready-to-move,,,
Bhoodevi Sankalp,By Bhoodevi Builders in Kanakapura Road,Kanakapura Road,1350 - 1400 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														67.50L  - 70L 							",,Ready-to-move,,,
DS Max Sankalp,By DS MAX Properties Pvt. Ltd. in Uttarahalli,Uttarahalli,1420 - 1510 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														49.70L  - 52.85L 							",,Ready-to-move,,,
Shivaganga Mahalasa,By Shivaganga Infra in Uttarahalli,Uttarahalli,1295 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														58.01L 							",,Ready-to-move,Possession: Feb-2017,,
JPC Pallavi,By JPC Infrastructure in Kanakapura Road,Kanakapura Road,1380 - 1420 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ongoing,,,
Gokulam Apartment I,By  in Kanakapura Road,Kanakapura Road,1700 - 1740 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														81.60L  - 83.52L 							",,Ready-to-move,,,
Venugopal Residency,By  in Kanakapura Road,Kanakapura Road,1585 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														71.32L 							",,Ready-to-move,,,
Sai Dham Residency,By GM Builders & Developers in Jakkur,Jakkur,1050 - 1120 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														47.25L  - 50.40L 							",,Ready-to-move,Possession: Jul-2016,,
MN Hema Eternia,By MN Builders & Developers in Yelahanka,Yelahanka,1160 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														42.92L 							",,Ready-to-move,Possession: Dec-2016,,
Janapriya Heavens,By  in Yelahanka,Yelahanka,540 - 700 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														23.08L  - 29.92L 							",,Ready-to-move,,,
SSK Ramanashree Residency,By Riteway Projects Pvt Ltd in Yelahanka,Yelahanka,1560 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														65.52L 							",,Ongoing,Possession: Mar-2018,,
Anria Greenburg,By Anriya Group in Yelahanka,Yelahanka,2400 - 3200 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.17Cr  - 1.56Cr 							",,Ready-to-move,,,
The Habitat,By Alisha Projects Pvt Ltd in Yelahanka,Yelahanka,3029 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														99.95L 							",,Ready-to-move,,,
Amulya Enclave Apartment,By  in Yelahanka,Yelahanka,1155 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														53.70L 							",,Ready-to-move,,,
Trifecta Starlight,By Ecstasy Projects Pvt Ltd in Mahadevapura,Mahadevapura,1212 - 1889 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														67.87L  - 1.05Cr 							",,Ready-to-move,,,
Aishwarya Bliss,By Aishwarya Properties in JP Nagar,JP Nagar,1150 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Tamrind Enclave,By A R Group in Mahadevapura,Mahadevapura,1450 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														46.76L 							",,Ready-to-move,,,
Spoorthi Saahitya,By Spoorthi Developers and Builders  in Mahadevapura,Mahadevapura,1394 - 1571 sq.ft,"
								3 BHK Apartment
								Availability*: Sold out
							","
														 
														66.91L  - 75.40L 							",,Ready-to-move,,,
Kishan Brindavan,By  in Mahadevapura,Mahadevapura,1175 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Sai Aakruthi Homes ,By Sai Pragathi Estates And Constructions Pvt. Ltd. in Mahadevapura,Mahadevapura,1120 - 1260 sq.ft,"
								2 BHK Apartment
								Availability*: Sold out
							","
														 
														42.56L  - 47.88L 							",,Ready-to-move,,,
Ozone Promenade,By Ozone Group in Mahadevapura,Mahadevapura,1765 - 2400 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.30Cr  - 1.75Cr 							",,Ongoing,Possession: Oct-2019,, REGISTRATION NO. PR/KN/170731/000781
Sai Shree Alps,By Sai Shree Developers in Mahadevapura,Mahadevapura,1420 - 1590 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														56.80L  - 63.60L 							",,Ready-to-move,,,
Brigade Metropolis,By Brigade Group in Mahadevapura,Mahadevapura,800 - 830 sq.ft,"
								1 BHK Apartment
								Availability*: Yes
							","
														 
														60.41L  - 62.68L 							",,Ready-to-move,,,
Stra Vibha Enclave,By  in Mahadevapura,Mahadevapura,1134 - 1188 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														38.27L  - 40.09L 							",,Ready-to-move,,,
Sai Krupa Harmony,By Sai Krupa Builders in Mahadevapura,Mahadevapura,1425 - 1555 sq.ft,"
								3 BHK Apartment
								Availability*: Sold out
							","
														 
														64.12L  - 69.97L 							",,Ready-to-move,,,
DNR Casablanca,By DNR Corporation Pvt. Ltd. in Mahadevapura,Mahadevapura,1522 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														90.36L 							",,Ongoing,,Launched: Jan-2018, REGISTRATION NO. PR/KN/170902/001978
Pragathi Corel,By Pragathi Developers in Mahadevapura,Mahadevapura,1342 sq.ft,"
								3 BHK Apartment
								Availability*: Sold out
							","
														 
														52.33L 							",,Ready-to-move,,,
Arvind Expansia Apartment,By Arvind SmartSpaces in Mahadevapura,Mahadevapura,2224 - 2268 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
NCC Ivory Heights,By Nagarjuna Construction Company Limited in Mahadevapura,Mahadevapura,1486 - 2296 sq.ft,"
								3 BHK Apartment
								Availability*: Sold out
							","
														 
														89.01L  - 1.37Cr 							",,Ready-to-move,,,
Vars Casa Verde,By Vars Builders Pvt. Ltd. in Mahadevapura,Mahadevapura,1700 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														63.75L 							",,Ready-to-move,,,
Shree Sai Nest,By  in Mahadevapura,Mahadevapura, sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Saakara Dhaaruni Residences,By Saakara Homes in Mahadevapura,Mahadevapura,1821 - 2000 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														89.22L  - 98L 							",,Ready-to-move,,,
Woodstock Ambience,By  in Begur,Begur, sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Brindavan Enclave,By Shivnag Infratech Pvt Ltd in Mahadevapura,Mahadevapura,1110 - 1223 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														44.95L  - 49.53L 							",,Ready-to-move,,,
Sparrow Meridian,By  in Mahadevapura,Mahadevapura,1034 - 1100 sq.ft,"
								2 BHK Apartment
								Availability*: Sold out
							","
														 
														40.32L  - 42.90L 							",,Ready-to-move,,,
Ranka Park,By Ranka Group in Richmond Town,Richmond Town,1700 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.70Cr 							",,Ready-to-move,,,
Kay Arr Hidden Nest,By Kay Arr And Co in Richmond Town,Richmond Town,3100 sq.ft,"
								4 BHK Apartment
								Availability*: Sold out
							","
														 
														2.63Cr 							",,Ready-to-move,,,
Kay Arr Bailey,By Kay Arr And Co in Richmond Town,Richmond Town,3000 sq.ft,"
								4 BHK Apartment
								Availability*: Sold out
							","
														 
														3.62Cr 							",,Ready-to-move,,,
Skyline Mayflower Hall,By Skyline Group in Richmond Town,Richmond Town,2700 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														3.42Cr 							",,Ready-to-move,,,
Dreamz Sampann ,By  in Yelahanka,Yelahanka,1400 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Kendriya Vihar,By  in Yelahanka,Yelahanka,1250 - 1350 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														60.93L  - 65.81L 							",,Ready-to-move,,,
Unishire The Ledge,By Unishire Group in Jakkur,Jakkur,2342 - 2374 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.12Cr  - 1.13Cr 							",,Ready-to-move,,,
UKN Miraya Rose,By UKN Properties Pvt Ltd in Whitefield,Whitefield,11500 sq.ft,"
								5 BHK Apartment
								Availability*: Yes
							","
														 
														9.91Cr 							",,Ongoing,Possession: Aug-2017,,
Green Environs Lakefield Homes,By Green Environs Projects in Whitefield,Whitefield,1415 - 1609 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														53.06L  - 60.33L 							",,Ready-to-move,,,
UKN Alila Miraya,By UKN Properties Pvt Ltd in Whitefield,Whitefield,3800 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.93Cr 							",,Ready-to-move,,,
SVC Srigandha Apartment,By  in Nagarbhavi,Nagarbhavi,1400 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
ACAS Garudadri Abode,By ACAS Group in Banashankari,Banashankari,1390 - 1860 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														63.59L  - 85.09L 							",,Ready-to-move,,,
